REF_MS;Page_PDF;TITRE_PIECE;TITRE_BRENNER;LANGUE;JOUR;NUM;MOIS;ANNEE;AUTEUR_PIECE;REPR_1;DEPENSES_DIVERSES;Traduction;mot_cles;COUT_DEPENSES_DIVERSES;Dépenses_ordinaires;Instruments;Animaux;Coiffeuse;Picard;Buron;Monsieur_Sticotti;Coffre-fort;Nicolo_et/ou_Villars;Spese_extra;Sconba;Putella;Lista;Chaises;Porteur;Carrosse;Habiller;Menuisier–_De_Lande;Afficheur;Gardes;Souffleur;Lustres;Perruquier;Hommes_ou_enfants_en_plus;Bougies;Arguments;Mances;Danseurs;Pour_le_feu;TOTAL_DEPENSES;DEBIT_DERNIERE_REPR;Column;Recettes_balcon_de_premières_loges;Balcon_deuxièmes_loges;Recettes_balcon_deuxièmes_loges;Billets_premières_loges;Recettes_premières_loges;Billets__secondes_loges;Recettes_deuxièmes_loges;Billets_troisièmes_loges;Recettes_troisièmes_loges;Billets_parterre;Recettes_Parterre;Premières_loges;Recette_Prima_loggia;Seconda_loggia;Recette_Seconda_loggia;Personnalités;Montant_personnalités;Supplément;Montant_Supplément;Paradis;Recettes_Paradis;NB_TOTAL_BILLETS_VENDUS;RECETTES_BILLETS_VENDUS;QUART_PAUVRE;TOTAL_DEPENSES2;DEBIT_INITIAL;RESTE;CREDIT;CREDIT_FINAL_(avanza);R_DEBIT_TOT;R_CREDIT_TOT;Part_des_auteurs;Aparte_in_6_;Aparte_in_9;Aparte_in_12;Aparte_in_12_e_1/4;Aparte_in_12_e_½;Aparte_in_13;Aparte_in_13_¾;Aparte_in_14;Aparte_in_14_¾;Aparte_in_15;Anecdotes;REDACTEURS
TH_OC_10_78;20;Donne_Amorose_del_Diavolo;Filles_amoureuses_du_diable;IT;Domenica;25;Lug°;1717;Inconnu;13/06/17;;;;;120;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;121;;;;;;33;132;34;68;4;6;97;97;1;32;;;;;oui;8;;;168;343;85,15;121;206,15;136,05;343;76,05;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;20;Impostor_malgré_lui;Imposteur_malgré_lui;IT;Lunedi;26;Lug°;1717;Riccoboni;04/07/17;Due_anelli_e_carta;;;2;120;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;123;;;;;;51;204;32;64;3;4,1;135;135;;;;;;;oui;;;;221;415,1;103,17,6;123;226,18;188,12;415,1;68,12;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;21;Maggior_Gloria;Arlequin_bouffon_de_cour;IT;Mercordi;28;Lug°;1717;Inconnu;20/05/16;;;;;120;;;;;;;;;;;;0,17;;;;;;;;;;;;;;;;;120,17;;;;;;21;84;26;52;;;70;70;;;;;;;;;;;117;206;51,1;120,17;172,07;37,13;205;33,13;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;21;Impostor_malgré_lui;Imposteur_malgré_lui;IT;Giornedi;29;Lug°;1717;Riccoboni;04/07/17;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;121;;;;;;33;132;17;28;;;93;92;;;;;;;;;;;143;252;63;121;184;68;252;68;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;22;Casa_con_due_porte;Maison_à_deux_portes;IT;Sabatto;31;Lug°;1717;Calderon;22/06/16;;;;;120;;;;;;;;;33;;;;;3,05;22;;;;;;;;;4,18;;;;;183,03;;;;;;15;60;6;12;1;1,1;80;80;;;;;;;;;;;102;153,1;38,76;183,3;221,10,6;68;153,1;8;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;22;Demetrio;Arlequin_Démétrius;IT;Domenica;1;Agto;1717;Boccabadati;01/08/17;Nollo_del_letto_della_vesta_di_camera_e_lista;;;17;120;;Il_lione_e_la_tigre;;;;;;;;;;;;;;;;;;;;;;;;;;;212,07;68;;;;;12;48;24;48;1;1,1;122;122;;;;;;;;;;;159;219,1;57,17,6;212,7;267,40,6;47,17,6;219,1;47,14;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;22;Demetrio;;;;;;;;;Trombi_e_tamburi;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;22;Demetrio;;;;;;;;;Il_lione_e_la_tigre;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;23;Donne_Amorose_del_Diavollo;Filles_amoureuses_du_diable;IT;Lunedi;2;Agto;1717;Inconnu;13/06/17;;;;;120;;;;;;;;;;;;1,02;;;;;;;;;;;;;;;;;168,16;47,1;;;;;20;80;16;32;5;7,1;68;68;;;;;;;;;;;99;187,1;46,17,6;168,16;215,13,6;28,3;187,1;28,03;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;23;Finta_Matrigna;Belle-mère_supposée;IT;Mercordi;4;Agto;1717;Biancolelli;30/07/16;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148,03;28;;;;;13;52;10;20;2;3;58;58;;;;;;;;;;;83;133;33,05;148,3;181,08;48,8;133;48,08;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;24;Finta_volubilita;Feinte_inconstance;IT;Giornedi;5;Agto;1717;Romagnesi;15/10/16;;;;;120;;;;;;;;;;;;0,06;;;;;;;;;;;;;;;;;168,14;48,1;;;;;1;32;28;112;9;18;52;52;1;32;;;;;oui;4;;;90;218;54,1;168,14;223,04;5,04;218;;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;24;;Docteur_médecin_amoureux;;;6;Agto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;24;Impostor_malgré_lui;Imposteur_malgré_lui;IT;Sabatto;7;Agto;1717;Riccoboni;04/07/17;Portadure_e_caretta;;;3,05;120;;;;;;;;;33;;;;;;22;;;;;;;;;4,18;;1;;;191,07;5;;;;;33;132;15;30;5;7,1;193;193;;;;;;;oui;2,1;;;246;365;91,05;191,7;282,12;87,08;365;82,08;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;25;Figlie_Amorose_del_Diavolo;Filles_amoureuses_du_diable;IT;Domenica;8;Agto;1717;Inconnu;13/06/17;;;;;120;;;;;;;;;;;;1,09;;;;;;;;;;;;;;;;;121,09;;;;;;38;152;15;30;1;1,1;118;118;1;32;;;;;oui;32;;;172;333,1;83,15,6;121,9;204,14;126,16;333,1;68,16;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;25;Arlichino_smaritato_per_Gielosia;Arlequin_démarié_par_jalousie;IT;Lunedi;9;Agto;1717;Inconnu;09/08/17;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;;;;;;41;167;33;66;;;140;140;;;;;;;oui;4;;;210;374;93,1;120;213,1;160,1;374;70,1;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;26;Demetrio;Arlequin_Démétrius;IT;Mercordi;11;Agto;1717;Boccabadati;01/08/17;Per_il_lion_e_la_tigre;;;4;120;;Per_il_lion_e_la_tigre;;;;;;;;;;;;;;;;;;;;;1,1;;5;;;;145,19;;;;;;27;108;23;46;1;1,1;155;155;;;;;;;oui;16;;;206;326,1;81,12,6;145,19;227,11,6;98,18;326,1;38,18;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;26;Demetrio;;;;;;;;;Tinpani;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;26;Demetrio;;;;;;;;;Nollo_del_letto_e_vesta_lista;;;13,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;26;Demetrio;;;;;;;;;Per_il_ser_del_Sr_Bissoni_per_l'altra_volta_della_detta;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;26;Arlichino_smaritato_per_Gielosia;Arlequin_démarié_par_jalousie;IT;Giornedi;12;Agto;1717;Inconnu;09/08/17;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;;;;;;8;32;10;20;1;1,1;54;54;;;;;;;;;;;73;107,1;26,17,6;120;146,17,6;39,7,6;107,1;;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;27;Cabalista;Lélio_fourbe_intrigant;IT;Sabatto;14;Agto;1717;Inconnu;11/07/16;;;;;120;;;;;;;;;33;;;0,1;;3,05;22;;;;;;;;;4,18;;;;;223;39,1;;;;;33;132;17;34;5;7,1;157;157;;;;;;;oui;0,1;;;212;331;82,15;223;305,15;25,05;331;25,05;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;27;Demetrio;Arlequin_Démétrius;IT;lunedi;16;Agto;1717;Boccabadati;01/08/17;Nollo_del_letto_vesta_e_Biancaria;;;14,13;120;;Per_il_lion_e_tigre;;;;;;;;;;;;;;;;;;;;;1,1;;;0,1;;;141,13;;;;;;28;112;29;58;4;6;135;135;;;;;;;oui;12;;;196;323;80,15;141,13;222,08;100,12;323;40,12;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;27;Demetrio;;;;;;;;;Per_il_lion_e_tigre;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;27;Demetrio;;;;;;;;;Tinpani;;;1;;Tinpani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;28;Due_Leli_e_due_Arlicni;Deux_Lélios_et_deux_Arlequins;IT;Mercordi;18;Agto;1717;Inconnu;15/07/16;Lista_d'un_tordidor_per_diverse_cozze;;;7,1;120;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;131,1;;;;;;26;104;22;44;4;6;94;94;;;;;;;oui;4;;;146;252;63;131,1;194,1;57,1;252;57,1;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;28;Due_Leli_e_due_Arlicni;;;;;;;;;Una_mantia_doppa_scordata_sabato;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;28;Due_Leli_e_due_Arlicni;;;;;;;;;Una_carozza_per_il_s°_Bisoni_per_andare_da_Mri_Robie;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;28;Padri_rivali_de_Figli;Pères_rivaux;IT;Giornedi;19;Agto;1717;Inconnu;19/08/17;Per_cozze_de_Fusilli_di_Latta;;;5,05;120;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;;;125,15;;;;;;46;187;9;18;2;3;102;102;;;;;;;;;;;159;307;76,5;125,15;202,1;104,1;307;44,1;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;29;Ospital_de_Pazzi;Lélio_délirant_par_amour_et_Arlequin_écolier_ignorant;IT;Sabatto;21;Agto;1717;Inconnu;24/09/16;;;;;120;;;;;;;;;33;;;5,05;;3,05;22;;;;;;;;;4,18;;0,1;;;188,18;;;;;;31;127;26;52;;;205;205;;;;;;;oui;1,1;;;262;382,1;95,12,6;188,18;284,10,6;98,0,6;382,1;38;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;29;Statua;Arlequin_astrologue,_enfant,_statue_et_perroquet;IT;Domenica;22;Agto;1717;Inconnu;20/08/16;;;;;120;;;;;;;;;;;;2,16;;;;;;;;;;;;;;1;;;123,16;;;;;;33;132;54;108;7;10,1;122;122;;;;;;;;;;;219;372,1;93,2,6;123,16;216,18;155,12,5;372,1;35,12,6;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;30;Griselda;Griselde;IT/FR;Lunedi;23;Agto;1717;Gueullette/Riccoboni;23/08/17;Per_la_figlia_del_S°_(ill.);;;5;120;;;;;;;;;;;;10,1;;;;;;;;;;;2,1;;;;;;138,1;;;;;;52;208;31;62;8;12;184;184;;;;;;;oui;4;;;275;470;117,1;138,1;256;214;470;94;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;30;Griselda;;;;;;;;;Una_mantia_sordata_sabatto_a_Giovanino;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;30;;Arlequin_dans_l'île_de_Ceylan;;;25;Agto;1717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;30;Griselda;Griselde;IT/FR;Giornedi;26;Agto;1717;Gueullette/Riccoboni;23/08/17;Per_la_Ragazza;;;5;120;;;;;;;;;;;;9;;;;;;;;;;;1,1;;;;;;158;;;;;;24;96;18;36;2;3;106;106;;;;;;;oui;4;;;150;245;61,05;158;219,05;225,15;245;25,15;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;30;Griselda;;;;;;;;;Due_mantie_scordate_nella_statua;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;30;Griselda;;;;;;;;;Due_mantie_per_li_sicari_e_due_de_l'altra_sera;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;30;Griselda;;;;;;;;;Lista_per_calce_scarpe_e_guanti_per_il_Balarini;;;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;30;Griselda;;;;;;;;;Mantie_per_quelli_che_ha_portato_Arlicno;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;31;Gielosia;Femme_jalouse;IT;Sabatto;28;Agto;1717;Riccoboni;07/06/16;;;;;120;;;;;;;;;33;;;6;;4,05;22;;;;;;;;1,15;6;;4,18;;;194,18;;;;;;57;228;45;90;9;13,1;286;286;;;;;;;oui;13,1;;;397;631;157,15;194,18;352,13;278,7;631;38;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;31;Griselda;Griselde;IT/FR;Domenica;29;Agto;1717;Gueullette/Riccoboni;23/08/17;Altra_ragazza;;;5;120;;;;;;;;;;;;5,05;;;;;;;;;;;1,1;;;1,1;;;139,05;;;;;;37;148;41;82;2;3;182;182;;;;;;;;;;;262;415;103,15;139,5;243;172;415;52;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;31;Griselda;;;;;;;;;Per_li_fochi_di_4_sere;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;32;Gielosia;Femme_jalouse;IT;Lunedi;30;Agto;1717;Riccoboni;07/06/16;;;;;120;;;;;;;;;;;;3,09;;;;;;;;;;;;;;0,1;;;123,19;;;;;;19;76;9;18;63;63;;;;;;;;;;;;;91;157;39,05;123,19;163,04;6,04;157;;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;31;Griselda;Griselde;IT;Mercordi;1;Se;1717;Gueullette/Riccoboni;23/08/17;Altra_ragazza;;;5;120;;;;;;;;;;;;9,1;;;;;;;;;;;;;;3;;1,5;140,05;;;;;;37;136;14;28;;;177;177;;;;;;;oui;8;;;225;349;87,05;140,5;227,1;121,1;349;61,1;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;31;Griselda;;;;;;;;;Scordati_sabatto_per_la_caretta;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;33;Il_Tradito;Arlequin_et_Lélio_valets_dans_la_même_maison;IT;Giornedi;2;Se;1717;Inconnu;13/06/16;3_homeni_scordati_eri_sera;;;1,1;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121,1;;;;;;32;128;28;56;;;103;103;;;;;;;;;;;163;287;71,15;121,1;193,05;93,15;287;33,15;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;33;Inavertito;Lélio_amant_étourdi;IT;Sabatto;3;Se;1717;Inconnu;17/06/16;;;;;120;;;;;;;;;33;;;3;;4,15;22;;;;;;;;1,15;6,1;;3;;;197;;1;48;;;65;260;33;66;3;4,1;263;263;;;;;;;oui;19;;;366;660,1;165,2,6;194;359,2,6;301,07;660,02;61;;;;;;20;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;34;Casa_con_due_porte;Maison_à_deux_portes;IT;Domenica;5;Se;1717;Calderon;22/06/16;;;;;120;;;;;;;;;;;;2,06;;;;;;;;;;;;;;;;;226;;;;;;28;112;27;57;4;6;112;112;1;32;;;;;;;;;172;316;79;122,6;201,6;114,14;316;54,14;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;31;Griselda;Griselde;IT/FR;Lunedi;6;Se;1717;Gueullette/Riccoboni;23/08/17;Una_mantia_scordata_eri;;;0,1;120;;;;;;;;;;;;8,12;;;;;;;;;;;;;;3;;2,1;139,12;;;;;;30;;9;18;2;3;74;74;;;;;;;oui;4;;;115;219;54,15;139,12;194,7;24,13;219;24,13;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;31;Griselda;;;;;;;;;Per_la_Ragazza;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;35;Arlichino_Gioco_di_fortuna;Arlequin_jouet_de_la_fortune_;IT;Giornedi;9;Se;1717;Inconnu;09/09/17;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;;;121,1;;;;;;18;72;18;36;1;1,1;98;98;;;;;;;;;;;135;207,1;51,17,6;121,1;173,7,6;34,02;207,1;34,02;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;35;;Avantages_de_l'esprit;;;9;Se;1717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;35;Isole;Arlequin_dans_l'île_de_Ceylan;IT;Sabatto;11;Se;1717;Coypel/Riccoboni;25/08/17;Lamorta_/_Lamotta ???;;;2,1;120;;;;;;;;;33;;;1,06;;4,05;22;;;;;;;;1,15;4,18;;0,1;;;190,04;;;;;;53;202;39;78;2;3;223;223;;;;;;;oui;5,1;;;317;521,1;130,7,6;190,4;320,11,6;200,18;521,1;80,18;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;36;Can_del_Ousolano;Dame_amoureuse_par_envie;IT;Mercordi;15;Se;1717;Inconnu;06/07/16;Per_far_agiustare_una_carega;;;3;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123;;;;;;7;28;18;36;;;90;90;;;;;;;;;;;115;154;38,1;123;161,1;7,1;154;;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;36;Gielosie_de_maritati;Malheurs_des_mariés;IT;Giornedi;16;Se;1717;Inconnu;16/09/17;;;;;120;;;;;;;;;;;;2,18;;;;;;;;;;;;;;1;;;131,08;7,1;;;;;24;96;26;52;1;1,1;173;173;;;;;;;;;;;224;322,1;80,12,6;131,8;212,0,6;110,09;322,1;50,09;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;37;Finta_Pazza;Folle_supposée;IT;Sabatto;18;Se;1717;Inconnu;17/09/17;Per_coppie;;;2,1;120;;;;;;;;;33;;;3,11;;3,05;22;;;;;;;;;4,18;;;;;189,04;;;;;;42;168;19;38;2;3;234;234;;;;;;;oui;21;;;299;464;116;189,4;305,04;158,16;464;38,16;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;37;Mercante_Falito;Pantalon_banqueroutier_vénitien;IT;Domenica;19;Se;1717;Inconnu;18/10/16;;;;;120;;;;;;;;;;;;2,17;;;;;;;;;;;;;;3;;;125,17;;;;;;30;120;11;22;;;96;96;;;;;;;;;;;137;238;59,1;125,17;185,07;52,13;238;52,13;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;38;Gielosie_de_maritati;Malheurs_des_mariés;IT;Lunedi;20;Se;1717;Inconnu;16/09/17;;;;;120;;;;;;;;;;;;1,06;;;;;;;;;;;;;;0,1;;;121,16;;;;;;28;112;17;34;4;6;119;119;;;;;;;oui;4;;;168;275;68,15;121,16;190,11;84,09;275;84,09;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;38;Furbarie_di_Scapino;Arlequin_tourmenté_par_les_fourberies_de_Scapin;IT;Mercordi;22;Se;1717;Inconnu;28/06/16;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;121;;;;;;27;108;15;30;1;1,1;67;67;;;;;;;;;;;110;206,1;51,12,6;121;172,12,6;33,17;206,1;33,17;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;39;Dama_Demonio;Arlequin_persécuté_par_la_dame_invisible;IT;Giornedi;23;Se;1717;Inconnu;25/05/16;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;121;;;;;;22;88;9;18;3;4,1;87;87;;;;;;;;;;;131;197,1;49,1,6;121;170,7,6;27,02;197,1;27,02;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;39;Donne_Amorose_del_Diavollo;Filles_amoureuses_du_diable;IT;Sabatto;25;Se;1717;Inconnu;13/06/17;;;;;120;;;;;;;;;33;;;5,15;;3,05;22;;;;;;;;;4,18;;;;;188,18;;;;;;44;176;39;78;5;7,1;281;281;;;;;;;oui;7;;;402;549,1;137,7,6;188,18;326,5,6;223,04;549,1;43,04;;;;;;15;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;40;Maggior_Gloria;Arlequin_bouffon_de_cour;IT;Domenica;26;Se;1717;Inconnu;20/05/16;Lista_e_focho_artificialle;;;7,02;120;;;;;;;;;;;;;;;;;;;;;;;;;;2;7,2;;132,02;;;;;;20;80;46;92;;;159;159;1;32;;;;;;;;;226;363;90,15;132,2;222,17;140,03;363;20,03;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;40;Gielosie_de_maritati;Malheurs_des_mariés;IT;Lunedi;27;Se;1717;Inconnu;16/09/17;Per_il_tapitiero;;;2,1;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,1;;;;;;32;128;23;46;5;7,1;153;153;1;32;;;;;;;;;216;366,1;91,12,6;122,1;214,2,6;152,07;366,1;32,07;;;;;;10;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;41;Dama_Demonio;Arlequin_persécuté_par_la_dame_invisible;IT;Mercordi;29;Se;1717;Inconnu;25/05/16;;;;;120;;;;;;;;;;;;3;;;;;;;;;;;;;;1;;;124;;;;;;48;192;53;106;11;16,1;181;181;;;;;;;;;;;293;495,1;123,17,6;124;247,17,6;247,12;495,1;67,12;;;;;;15;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;41;Statua;Arlequin_astrologue,_enfant,_statue_et_perroquet;IT;Giornedi;30;Se;1717;Inconnu;20/08/16;;;;;120;;;;;;;;;;;;2,15;;;;;;;;;;;;;;2;;;124,15;;;;;;20;80;46;92;9;13,1;116;116;1;32;;;;;;;;;192;333,1;83,7,6;124,15;208,2,6;125,07;333,1;65,07;;;;;;5;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;42;Aucun;;IT;Sabatto;2;8;1717;Inconnu;;;;;;120;;;;;;;;;33;;;1,04;;3,05;22;;;;;;;;11,1;4,18;;0,1;;;196,07;;;;;;67;268;47;94;6;9;335;335;;;;;;;oui;11,1;;;455;717,1;1279,7,6;196,17;376,4,6;341,5,6;717,1;41,05;;;;;;25;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;42;Le_malor_dei_maritati;Malheurs_des_mariés;IT;Domenica;3;8;1717;Inconnu;16/09/17;mantie_scordate_eri;;;1,1;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132,1;;;;;;28;112;16;32;8;12;139;139;;;;;;;;;;;191;295;73,15;132,1;206,05;88,15;295;88,15;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;42;Le_malor_dei_maritati;;;;;;;;;Li_agiungie_soleil_20_per_personagio_per_il_focho_e_cande;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH_OC_10_78;43;L'education_perduta/Il_Sintiero;Education_perdue/Sincère_à_contretemps;IT;Lunedi;4;8;1717;"Coypel;Riccoboni";04/10/17;;;;;120;;;;;;;;;;;;0,08;;;;;;;;;;;;;;1,1;;;132,18;;;;;;24;96;19;38;1;1,1;149;149;;;;;;;;;;;193;284;71,2,6;132,18;204,0,6;80,09;284,1;80,9;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;43;Non_vol_rivalli_Amore/_l'altra_serita_pieza;Arlequin_peintre_maladroit/Festin_de_pierre;IT;Mercordi;6;8;1717;"Inconnu;Le_Tellier";"01/10/1716;17/01/1717";;;;;120;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;133;;;;;;43;172;35;70;6;9;197;197;;;;;;;oui;4;;;281;452;113;133;246;206;452;26;;;;;;15;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;44;Due_anelli_magicy/Li_effeti_della_becenza;Deux_anneaux_magiques/Effets_de_l'absence;IT;Giornedi;7;8;1717;"Inconnu;Coypel";"13/05/1717;05/10/1717";Per_la_rossa_per_andare_piu_volte_dal_afisore;;;5;120;;;;;;;;;;;;;;;;;;;;;;;;;;0,1;;11;136,1;;;;;;17;68;14;28;;;103;103;;;;;;;;;;;134;199;49,15;136,1;186,05;12,15;199;12,15;;;;;;0;;;;;;;;;Alborgheti/Bissoni
TH_OC_10_78;44;Malor_de_maritati;Malheurs_des_mariés;IT;Sabatto;9;8;1717;Inconnu;16/09/17;;;;;120;;;;;;;;;33;;;;;3,05;22;;;;;;;;;4,18;;;;;183,03;;;;;;67;268;53;106;14;21;311;311;;;;;;;oui;20;;;445;726;181,1;183,3;364,13;361,07;726;61;;;;;;25;;;;;;;;;Alborgheti/Bissoni
